article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 4 (Both sets of time controls)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 1 (Canonical)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 2 (Division-specific time controls)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 3 (State specific time trends)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 4 (Both sets of time controls)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 1 (Canonical)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 2 (Division-specific time controls)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 3 (State specific time trends)"
24,Allegretto et al. (2011),Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data,"Allegretto, S.; Dube, A; Reich, M.",Industrial Relations,"Table 7, Spec 4 (Both sets of time controls)"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 2a, col 4: MW"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 2a, col 4: MW + (MW x kids)"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 2a, col 5: MW"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 2a, col 5: MW + (MW x kids)"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 2a, col 6: MW"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 2a, col 6: MW + (MW x kids)"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,Table 3a: col 4: MW
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 3a, col 4: MW + (MW x kids)"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 3a, col 5: MW"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 3a, col 5: MW + (MW x kids)"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 3a, col 6: MW"
25,Neumark and Wascher (2011),Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?,Neumark & Wascher,Industrial and Labor Relations Review,"Table 3a, col 6: MW + (MW x kids)"
4,Addison and Ozturk (2012),"Minimum Wages, Labor Market Institutions, and Female Employment: A Cross-Country Analysis",Addison and Ozturk,Industrial and Labor Relations Review,BDM Issues
26,Addison et al. (2012),The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector,"Addison, Blackburn & Cotti",British Journal of Industrial Relations,"OLS - canonical model (Table 2, Panel a)"
26,Addison et al. (2012),The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector,"Addison, Blackburn & Cotti",British Journal of Industrial Relations,"WLS - canonical model (Table 2, Panel b)"
26,Addison et al. (2012),The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector,"Addison, Blackburn & Cotti",British Journal of Industrial Relations,County Level Trends (Table 3)
26,Addison et al. (2012),The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector,"Addison, Blackburn & Cotti",British Journal of Industrial Relations,"Restricted sample (Table 6, non-interacted)"
26,Addison et al. (2012),The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector,"Addison, Blackburn & Cotti",British Journal of Industrial Relations,Full Service Restaurants (Table 7)
26,Addison et al. (2012),The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector,"Addison, Blackburn & Cotti",British Journal of Industrial Relations,Ltd Service Restaurants (Table 7)
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 3
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 3
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 3
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 3
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 4: County Trends
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 4: Undistorted Data
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 4: County Trends
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.",Journal of Labor Economics,Table 4: Undistorted Data
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (1,5) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (1,6) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (2,5) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (2,6) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (3,5) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (3,6) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (4,5) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 3 (4,6) (DD)"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,Table 4 Row 1 (DDD)
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,Table 4 Row 2 (DDD)
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,Table 4 Row 3 (DDD)
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,Table 4 Row 4 (DDD)
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 9, row 1, last column"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 9, row 2, last column"
28,Sabia et al. (2012),Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study Of New York State,"Sabia, Burkhauser, and Hansen",Industrial and Labor Relations Review,"Table 9, row 4, last column"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 1, Basic"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 1, County Trends"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 1, Border County"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 2, Basic"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 2, County Trends"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 2, Border County"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 3, Basic"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 3, County Trends"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 3, Border County"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 3, Basic"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 3, County Trends"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 2, Row 3, Border County"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 1 (CPS, Basic)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 1 (CPS, State Trends)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 1 (ACS, Basic)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 1 (ACS, State Trends)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 2 (CPS, Basic)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 2 (CPS, State Trends)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 2 (ACS, Basic)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 2 (ACS, State Trends)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 3 (CPS, Basic)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 3 (CPS, State Trends)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 4 (CPS, Basic)"
29,Addison et al. (2013),Minimum Wage Increases in a Recessionary Environment,"Addison, Blackburn & Cotti",Labour Economics,"Table 3, Row 4 (CPS, State Trends)"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (1,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (1,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (1,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (1,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (1,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (1,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (2,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (2,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (2,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (2,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (2,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 1 (Panel B, (2,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (1,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (1,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (1,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (1,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (1,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (1,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (2,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (2,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (2,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (2,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (2,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (2,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (3,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel A, (3,8))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (1,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (1,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (1,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (1,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (1,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (1,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (2,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (2,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (2,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (2,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (2,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (2,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (3,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 2 (Panel B, (3,8))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (1,8))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (2,8))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (3,8))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel A, (4,8))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,1))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,2))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,3))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,4))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,5))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,6))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,7))"
30,Allegretto et al. (2015),Credible Research Designs for Minimum Wage Studies,"Allegretto, Dube, Reich & Zipperer",Industrial and Labor Relations Review,"Table 5 (Panel B, (1,8))"
